Inflation rate,Unemployment rate,GDP growth rate,Crime rate,Healthcare access index,Education quality index,Infrastructure quality index,Population growth rate,Homelessness rate,Home ownership rate,Income inequality index,Immigration rate,Military strength index,Environmental sustainability index,Social cohesion index,Divorce rate,Average life expectancy,Median household income,Poverty rate,Education attainment level
2.41,7.95,1.56,86.66,28.51,40.93,77.61,-0.69,0.67,0.1,36.1,5.55,28.88,13.11,70.24,1.41,62.21,19470.24,22.55,33.33
3.93,2.87,-4.99,14.18,36.11,13.45,71.04,1.75,0.09,0.17,86.52,3.96,46.21,97.11,21.33,2.59,75.68,39229.3,47.85,80.3
3.64,10.33,7.37,4.13,95.93,26.06,78.41,-0.66,0.42,0.09,12.18,8.21,65.88,6.88,66.93,8.94,63.9,74254.9,21.64,62.11
4.45,3.68,3.99,53.59,2.28,55.39,22.55,1.37,0.61,0.44,8.58,6.07,53.64,35.59,52.08,4.03,81.87,28399.31,15.91,13.72
3.85,2.06,7.41,2.25,68.07,36.61,15.84,0.26,0.07,0.51,79.09,1.46,52.59,27.27,89.06,4.14,69.6,17835.6,19.18,22.27
0.24,3.08,7.78,41.0,72.38,43.18,19.76,0.49,0.61,0.46,72.48,5.34,87.14,36.6,4.46,1.9,60.86,44256.03,41.1,33.83
4.75,8.77,-3.71,25.86,7.19,49.99,11.6,-0.33,0.75,0.59,55.54,0.68,87.99,42.02,38.02,1.54,87.63,62618.4,35.68,32.56
6.67,9.54,0.62,71.54,75.09,8.86,36.3,0.07,0.01,0.04,65.12,6.94,83.36,43.62,69.62,9.35,85.09,43951.18,1.89,51.8
2.49,11.14,5.38,51.03,72.29,17.02,62.2,1.44,0.9,0.45,44.47,0.89,68.43,16.13,47.95,0.57,68.71,88715.6,33.25,50.04
6.43,10.67,0.25,81.21,50.95,92.41,26.05,2.47,0.65,0.25,34.92,3.24,98.68,80.14,27.03,4.04,88.51,19037.0,5.29,84.34
7.13,3.13,5.12,65.76,50.78,0.28,76.46,1.7,0.09,0.71,31.52,5.59,38.12,93.42,6.51,6.91,61.45,41287.95,46.07,96.86
2.72,11.99,7.29,54.45,42.34,94.06,89.25,-0.57,0.26,0.23,13.11,1.98,18.92,82.76,19.14,7.27,88.65,67156.19,19.75,22.7
9.67,5.75,-1.69,42.3,96.12,58.11,8.81,-0.38,0.75,0.58,60.7,9.81,47.79,14.86,96.64,4.13,77.51,55452.97,10.08,48.0
6.22,14.19,7.41,98.09,92.28,57.65,58.57,-0.06,0.04,0.45,87.77,1.38,1.93,92.71,45.49,9.95,78.03,14598.05,9.85,38.47
6.12,14.3,3.27,21.11,80.85,5.16,67.51,-1.24,0.81,0.74,6.27,7.88,10.91,80.63,20.34,2.73,62.35,85649.91,47.5,87.12
6.93,14.91,2.42,56.86,33.74,45.14,62.58,-1.13,0.51,0.77,16.26,7.48,59.9,60.79,38.72,3.85,67.76,14817.44,28.82,35.98
5.91,3.76,-0.14,35.76,41.75,96.91,67.42,-1.4,0.66,0.47,59.04,9.17,24.27,60.8,54.73,7.48,71.36,61995.55,23.0,86.64
8.79,4.4,0.65,23.32,83.12,11.54,9.24,1.05,0.41,0.58,59.52,7.18,82.77,44.06,25.53,5.05,85.63,79120.43,29.94,30.11
1.47,14.02,-2.56,43.83,36.91,34.57,52.67,-1.5,0.23,0.03,92.1,5.93,70.11,78.5,94.52,5.45,73.56,59574.65,40.1,42.63
4.13,0.37,8.41,19.19,30.0,10.72,38.83,-0.01,0.73,0.56,80.09,2.11,96.9,45.91,78.06,3.24,60.96,74553.34,37.81,93.9
8.69,13.77,0.49,98.73,34.38,94.57,84.98,0.66,0.41,0.29,27.68,7.66,49.15,24.97,29.58,5.24,80.05,97573.72,13.96,70.01
5.72,13.2,7.29,87.62,44.5,99.86,78.95,-0.06,0.25,0.87,39.26,5.44,22.71,90.7,50.5,7.66,71.07,39844.11,10.1,23.64
0.23,13.25,9.34,45.13,35.49,61.29,14.55,1.78,0.91,0.52,63.71,2.51,62.61,0.34,80.96,5.69,89.54,79059.96,15.01,43.98
0.09,14.57,7.65,17.66,32.83,84.27,35.4,-1.58,0.57,0.04,10.18,6.49,21.99,43.15,93.4,7.99,89.23,85401.28,18.3,15.41
9.39,11.56,4.75,93.89,18.02,71.4,18.93,0.41,0.52,0.2,15.86,2.89,89.69,47.47,17.12,2.35,74.76,56181.89,20.34,66.06
5.23,3.22,-0.38,39.07,87.07,82.39,47.72,-1.59,0.53,0.41,75.0,8.21,17.71,52.16,91.4,9.2,61.33,91853.67,28.15,10.64
2.25,14.39,-4.68,0.19,82.93,43.21,0.22,2.91,0.12,0.1,84.8,9.18,70.6,92.15,9.39,5.49,86.13,27258.85,9.86,62.94
3.11,1.22,1.97,96.0,6.79,66.14,75.05,-1.91,0.14,0.94,6.98,7.0,42.8,66.38,70.39,6.85,60.83,22168.63,11.71,64.36
6.96,7.36,0.2,20.0,85.05,1.31,5.04,0.67,0.52,0.55,42.72,9.66,9.75,60.67,94.58,1.98,87.3,21823.2,41.31,40.65
5.09,12.48,3.96,41.31,85.56,46.15,30.37,1.02,0.31,0.65,74.5,5.42,26.94,40.62,15.73,6.44,83.64,20359.41,3.22,21.42
1.37,12.52,-3.54,45.44,32.82,70.44,25.77,-1.48,0.92,0.47,15.07,4.41,13.67,99.69,89.61,3.05,71.51,70306.79,11.39,75.8
6.77,9.38,-0.97,99.23,87.16,52.85,83.27,0.97,0.7,0.81,83.49,2.38,69.62,78.96,10.41,8.84,85.16,97575.16,29.43,66.39
8.26,0.94,-3.78,95.63,38.09,57.96,2.2,2.56,0.43,0.3,65.23,5.42,64.92,47.88,59.66,8.75,88.72,55605.25,49.33,34.74
0.85,9.38,2.68,27.82,42.43,89.04,0.59,1.39,0.94,0.34,45.12,7.19,70.21,39.7,81.41,2.41,87.46,11600.45,25.91,84.04
5.35,10.96,7.59,64.86,99.25,99.86,36.58,-1.1,0.96,0.44,47.13,2.93,14.21,37.74,28.97,6.44,64.7,80990.56,12.91,51.58
0.82,7.23,2.59,3.7,11.3,70.53,60.05,0.9,0.67,0.76,82.09,3.8,46.68,86.05,43.47,9.21,61.49,35246.94,31.98,92.18
5.36,9.04,4.18,40.12,80.76,33.31,94.88,-0.49,0.11,0.49,10.89,8.97,6.61,35.5,32.56,4.93,87.19,47777.77,24.81,88.66
5.71,10.4,5.47,20.58,61.86,26.86,2.5,1.1,0.64,0.81,44.55,7.55,16.22,13.78,30.51,6.09,80.65,30518.47,39.53,59.88
9.92,0.91,4.0,80.27,15.37,6.05,23.36,2.28,0.65,0.44,3.17,6.23,12.33,45.42,17.81,6.27,85.12,26807.16,3.57,55.07
1.3,9.25,5.11,62.02,21.32,47.2,23.14,-0.75,0.71,0.83,77.09,7.32,47.1,54.43,74.85,2.52,77.08,57996.77,2.09,3.07
9.72,12.46,1.44,39.02,56.52,70.48,46.75,0.9,0.77,0.73,54.31,1.58,64.11,99.41,89.39,0.17,87.41,64425.48,47.37,62.27
4.44,10.42,-1.67,0.74,48.72,90.81,43.69,2.78,0.49,0.89,57.53,5.41,88.24,88.59,9.61,7.46,68.66,21075.59,8.55,26.48
0.7,12.24,-4.95,35.84,0.13,25.89,1.85,0.25,0.16,0.81,34.55,2.37,53.18,85.96,78.13,1.1,89.71,74945.13,48.43,2.64
8.21,4.81,3.7,92.85,60.5,40.67,47.18,-1.84,0.74,0.18,69.82,4.57,48.4,78.08,5.2,4.84,81.05,25000.8,37.56,3.4
8.6,14.52,-3.9,97.49,57.26,15.1,52.7,2.82,0.57,0.57,88.23,5.0,1.3,3.79,12.78,8.77,89.22,41202.32,45.62,47.99
4.18,14.3,1.04,50.39,74.44,94.16,9.99,2.75,0.46,0.28,9.04,7.9,5.61,10.26,73.11,0.75,65.12,98242.11,24.07,64.57
8.6,12.16,-1.3,2.26,92.08,86.42,4.02,-0.41,0.94,0.54,49.64,1.07,51.17,3.61,61.71,3.31,63.77,31850.58,37.13,75.21
0.35,7.13,2.6,70.94,97.75,69.74,71.49,-0.77,0.32,0.57,59.44,6.76,22.95,20.24,49.55,6.41,78.04,94838.71,36.74,91.25
2.3,3.73,-4.81,81.22,1.04,3.99,66.86,1.94,0.3,0.89,36.01,0.51,28.16,75.69,81.4,0.88,66.38,69274.58,0.99,25.81
8.0,10.23,7.7,67.58,33.69,66.67,16.86,2.78,0.57,0.21,49.98,5.35,48.72,46.17,92.19,3.26,78.49,15561.74,47.32,58.11
1.23,1.25,2.4,67.59,90.68,36.02,86.8,-0.05,0.57,0.07,24.79,6.55,99.72,51.53,20.58,1.69,77.78,78915.26,15.87,81.64
1.28,7.52,1.04,92.91,95.77,49.51,4.3,2.59,0.93,0.28,81.64,9.87,46.14,23.74,89.35,5.99,71.17,88461.94,18.43,85.97
6.63,10.61,1.74,31.37,66.3,32.68,3.34,1.35,0.98,0.12,63.47,0.65,93.17,88.25,73.25,3.05,75.27,10007.53,25.81,46.81
2.62,1.99,-4.39,99.04,49.11,59.44,15.62,0.97,0.79,0.73,93.0,4.4,78.79,91.73,17.67,0.05,84.31,96230.59,1.54,31.79
8.25,8.5,-4.43,94.8,92.45,70.38,58.72,0.92,0.83,0.17,96.23,0.91,96.43,35.33,48.09,3.81,79.24,84106.99,34.69,94.99
4.44,12.46,-0.07,57.3,69.33,75.08,97.51,-1.55,0.75,0.38,4.3,5.37,41.86,91.33,33.37,0.01,68.42,72892.92,16.6,33.27
7.85,4.33,-4.47,84.97,96.25,80.78,95.98,-1.53,0.34,0.34,3.76,6.75,33.11,63.56,57.0,7.9,67.71,86964.47,25.8,18.12
3.91,2.65,2.39,77.56,86.21,52.52,51.82,0.76,0.95,0.26,21.64,3.79,42.29,27.57,66.19,4.11,83.6,43257.46,34.98,22.27
4.0,14.79,-0.57,88.35,88.03,23.28,94.78,1.22,0.28,0.18,58.76,8.28,74.76,74.0,3.32,8.83,86.08,32792.62,3.07,41.83
4.5,14.72,4.68,21.38,12.79,6.51,96.3,-1.6,0.59,0.3,93.59,6.86,11.03,59.14,2.09,4.98,70.19,94324.36,24.83,64.19
1.13,8.15,0.74,76.57,38.89,47.59,72.05,-1.59,0.82,0.42,34.49,8.55,29.54,30.37,78.63,9.72,86.45,97914.8,34.38,30.21
5.98,3.11,5.68,19.69,57.33,25.4,12.02,0.77,0.16,0.57,67.83,8.25,76.76,5.15,33.06,8.73,79.11,13542.09,28.39,84.55
6.41,14.68,3.37,22.61,89.91,6.84,86.62,1.24,0.45,0.65,72.52,5.51,9.59,24.69,92.63,1.92,85.06,49661.81,9.34,55.54
2.27,0.37,-0.52,68.42,7.05,54.58,75.79,0.24,0.13,0.55,17.06,2.78,70.43,65.48,24.17,2.13,87.3,34760.43,7.6,1.6
2.44,6.8,0.78,83.91,14.53,60.6,4.65,-0.26,0.66,0.07,54.56,2.48,33.99,59.42,59.4,7.74,88.39,82450.67,26.94,61.55
7.14,11.29,-1.2,96.19,60.09,53.26,21.52,-1.94,0.37,0.76,90.95,2.65,0.15,32.31,81.46,4.64,66.11,37115.13,6.77,3.91
3.68,13.9,7.28,96.91,36.97,36.67,97.98,2.16,0.69,0.14,87.05,5.08,1.31,3.11,28.3,2.86,63.51,41663.51,48.6,47.98
9.19,14.6,-1.21,50.47,76.63,9.16,91.71,-0.9,0.33,0.38,46.84,8.81,78.39,14.14,58.06,9.23,67.87,27592.07,15.73,31.71
9.48,14.34,5.25,35.86,11.34,39.08,44.68,1.96,0.95,0.6,0.43,3.02,65.25,82.66,25.09,7.03,60.99,29867.2,37.12,58.78
8.86,10.09,4.58,29.47,15.25,73.55,13.38,-0.44,0.92,0.48,33.05,9.37,37.02,83.07,72.34,7.52,81.37,94138.63,19.44,17.87
2.0,5.54,7.52,27.16,47.29,19.45,81.5,1.6,0.84,0.02,60.96,8.36,9.67,27.16,14.72,1.78,89.13,79466.79,0.83,90.49
4.76,0.02,-1.31,90.62,51.58,65.14,47.56,0.62,0.79,0.85,78.22,8.6,66.15,21.45,66.08,3.3,76.44,86111.19,6.62,43.8
5.71,3.42,2.32,64.85,31.97,86.64,74.72,-1.94,0.06,0.9,28.66,8.88,74.09,44.08,79.05,9.13,83.87,52261.73,1.11,17.17
9.21,6.08,3.7,20.07,56.1,49.27,73.07,-1.41,0.89,0.2,2.95,2.0,81.03,32.22,49.41,1.16,64.33,10891.53,42.25,33.88
2.68,2.12,7.65,58.45,50.61,58.31,5.22,-1.31,0.71,0.87,29.79,0.47,57.51,68.33,4.52,2.97,80.1,95334.2,44.71,68.81
1.94,8.22,7.35,22.24,85.53,31.42,82.64,-1.58,0.63,0.37,51.12,1.04,84.54,0.75,72.52,0.51,83.01,59305.29,36.8,77.33
0.39,0.29,4.15,71.82,48.7,43.09,41.64,1.82,0.87,0.16,94.78,8.42,5.68,72.49,94.48,2.68,76.35,79538.09,13.53,65.26
1.62,11.7,0.28,70.66,5.54,74.79,75.85,-0.19,0.55,0.75,28.09,7.18,34.0,16.6,29.47,5.94,89.15,53287.53,0.82,67.89
1.32,8.31,7.22,8.52,81.26,84.58,6.93,1.1,0.55,0.36,98.62,7.9,60.36,94.88,54.34,7.92,74.32,54703.5,45.48,57.14
8.96,0.88,1.73,40.46,78.99,79.21,89.9,1.82,0.1,0.66,73.15,6.28,25.25,90.12,56.92,6.5,77.29,59731.13,37.44,16.61
5.29,5.76,2.19,97.34,22.53,26.05,37.81,-0.83,0.59,0.66,74.57,0.01,20.82,32.82,30.45,2.16,62.92,84485.04,31.22,35.15
3.82,0.02,2.95,7.6,46.54,39.54,31.56,2.3,0.65,0.74,45.29,5.32,85.62,6.89,37.01,5.52,89.54,63852.33,20.98,3.3
3.74,3.66,-1.57,78.05,84.33,62.63,45.18,1.75,0.77,0.18,38.2,4.98,5.87,11.3,11.64,1.9,80.26,81705.25,13.39,1.04
8.48,12.76,6.39,77.2,61.51,94.06,18.45,2.46,0.69,0.04,28.24,3.18,35.03,73.0,77.08,9.92,61.22,40438.99,5.85,44.31
9.43,4.62,0.43,42.47,31.32,40.44,33.48,-1.63,0.36,0.77,11.34,4.87,80.96,85.29,47.87,1.42,66.4,61254.93,38.51,47.23
4.31,1.16,-3.94,19.14,48.96,89.88,52.95,-1.73,0.95,0.01,37.47,4.47,48.49,50.38,99.74,8.32,75.11,55810.85,24.69,41.19
9.13,2.85,1.8,81.41,55.68,22.11,11.62,2.78,0.35,0.66,77.52,3.3,92.14,48.64,79.13,6.04,75.37,43387.91,4.02,93.69
6.97,9.07,-1.03,81.06,61.59,33.75,76.09,0.73,0.6,0.36,10.1,2.14,75.34,44.61,29.25,8.74,68.28,10773.03,11.79,86.09
2.88,6.57,4.32,38.03,51.18,18.25,76.87,-0.34,0.39,0.18,30.89,2.67,96.47,97.32,52.7,5.69,88.87,77659.45,15.76,4.6
3.82,3.98,6.08,58.05,9.71,80.04,67.45,-1.17,0.68,0.61,30.12,4.08,29.65,78.28,4.59,8.02,63.41,24442.67,44.68,57.08
9.17,11.53,7.69,24.8,69.47,1.32,82.56,-0.74,0.73,0.68,72.47,4.93,53.85,37.96,94.83,4.78,74.88,34884.88,49.53,80.12
8.32,10.31,-2.54,52.2,79.24,39.47,73.36,2.72,0.64,0.58,10.04,5.73,27.22,26.81,38.66,5.06,77.6,26484.38,14.26,81.31
2.13,4.07,2.97,27.06,48.42,77.54,26.55,2.09,0.39,0.17,4.66,6.38,80.3,28.91,20.12,0.05,69.93,42477.62,1.41,76.43
1.11,7.84,1.62,7.7,83.99,10.62,53.98,-1.81,0.71,0.07,10.85,8.25,67.93,17.07,8.27,2.65,79.27,30718.32,17.91,56.57
3.74,5.07,0.86,3.28,24.37,71.11,59.53,-0.41,0.6,0.37,65.5,3.64,81.82,46.6,22.81,0.16,68.22,23311.34,9.7,46.07
8.55,6.25,8.66,81.39,83.97,3.5,33.97,0.55,0.39,0.53,84.56,6.29,37.69,35.78,11.08,3.24,69.44,57340.29,47.6,66.65
8.05,13.25,3.05,56.54,10.33,61.21,7.32,1.97,0.92,0.83,40.28,8.53,57.59,98.16,9.01,6.16,78.18,54712.85,20.01,44.22
3.43,10.7,-4.18,83.28,73.14,18.25,48.36,-0.31,0.48,0.17,65.06,9.98,91.69,98.43,40.31,3.24,71.42,57267.38,9.64,98.18
6.76,11.48,-4.8,79.9,98.04,21.05,19.32,1.27,0.99,0.2,5.88,0.24,82.47,28.2,48.02,7.04,85.65,92808.81,42.23,9.87
0.69,0.17,-1.05,94.28,9.93,72.18,32.14,2.64,0.49,0.61,22.47,9.07,22.28,57.08,11.05,0.84,83.83,55015.25,13.77,93.45
2.35,6.53,-1.32,59.88,83.05,3.73,29.93,1.57,0.51,0.25,51.02,3.4,36.26,61.19,52.6,8.83,63.69,47796.11,22.91,83.27
5.78,1.77,5.93,54.38,42.15,96.23,96.26,-0.27,0.55,0.06,74.71,9.51,26.78,78.36,40.17,9.11,70.53,13348.81,4.04,21.49
6.11,9.26,-3.66,35.78,73.34,14.71,30.98,1.9,0.03,0.06,96.96,0.36,84.91,86.81,6.12,5.9,84.0,41306.73,13.08,20.94
6.18,4.9,3.51,33.35,17.65,24.78,81.03,-0.47,0.17,0.21,31.94,4.51,65.4,10.55,2.78,6.14,88.28,31943.09,26.49,38.2
0.9,3.48,8.71,46.41,57.47,75.41,14.86,1.73,0.37,0.42,16.97,1.73,72.84,42.91,75.46,7.96,66.45,23663.84,30.1,72.03
2.57,6.42,9.32,42.66,11.89,52.62,71.77,0.77,0.61,0.86,28.06,9.9,99.34,8.55,61.4,0.3,67.19,39852.67,24.63,60.61
2.83,14.42,4.65,64.47,50.35,36.02,59.71,-1.46,0.34,0.02,77.85,2.88,38.63,9.52,87.44,8.54,71.22,57445.53,39.14,46.7
8.98,11.16,5.9,92.88,56.23,42.46,15.15,1.33,0.23,0.4,47.65,5.21,59.41,10.35,35.23,0.56,88.85,56568.32,39.33,75.95
5.13,0.14,-0.55,81.91,17.03,71.94,25.73,1.78,0.54,0.13,41.57,9.05,66.46,41.02,14.61,7.75,77.26,24717.64,12.38,51.05
4.93,11.13,6.3,80.04,61.35,73.27,48.56,1.11,0.11,0.96,3.33,4.59,76.2,26.88,83.83,8.04,67.0,28322.21,3.26,29.34
8.4,3.63,3.1,25.07,71.7,55.81,41.03,1.29,0.03,0.53,84.58,5.83,61.31,18.79,14.59,7.25,64.98,10341.97,46.78,53.83
7.43,11.89,9.86,85.6,77.39,34.12,61.92,-1.3,0.75,0.59,13.82,0.41,69.75,74.68,33.06,3.81,77.8,84365.06,48.92,29.26
7.81,7.03,-4.78,76.15,82.92,88.18,0.81,2.67,0.47,0.79,51.82,9.92,51.14,90.99,83.49,3.04,76.39,64742.85,29.89,20.22
3.39,3.65,8.61,43.29,6.36,1.71,66.96,-1.62,0.84,0.01,61.4,3.69,56.76,77.97,76.31,0.62,61.49,28279.72,26.62,73.02
8.44,9.19,6.08,24.65,60.22,29.63,38.62,-0.21,0.18,0.35,35.49,6.5,64.87,5.33,0.09,4.48,68.06,87752.88,44.54,63.85
7.91,13.59,-4.21,50.45,53.97,7.38,68.0,-0.9,0.14,0.79,99.4,7.49,86.76,2.72,81.48,4.7,82.4,49633.88,38.38,48.28
5.19,14.64,8.09,4.35,88.68,13.22,43.5,1.6,0.84,0.39,39.67,5.85,40.93,79.78,25.43,3.11,77.22,92427.91,36.57,7.11
6.83,12.81,5.09,5.71,5.8,28.47,35.76,1.6,0.91,0.25,4.77,4.85,8.19,0.93,85.2,6.61,60.67,48021.02,31.11,21.51
3.2,14.65,2.96,68.43,31.99,16.42,31.5,0.11,0.75,0.46,85.74,4.62,50.0,71.8,87.91,4.28,69.97,74982.56,28.88,63.87
2.56,8.89,7.42,52.24,61.62,76.55,59.81,-0.11,0.46,0.34,13.86,0.66,37.99,12.45,72.55,5.04,85.45,45494.68,48.83,11.79
4.2,9.39,1.54,85.78,45.8,71.13,64.32,1.45,0.52,0.4,60.69,1.27,9.88,36.0,17.23,2.0,77.25,55227.54,34.22,54.78
4.68,12.39,7.98,96.86,81.64,96.71,96.96,-0.28,0.47,0.71,21.16,3.36,44.66,5.01,62.95,3.22,60.59,39643.9,10.81,99.62
1.1,10.61,0.39,58.95,48.96,36.58,66.7,2.32,0.15,0.43,66.99,8.24,43.72,25.21,60.96,0.45,84.43,69999.09,22.01,12.94
3.6,14.82,-0.29,57.85,33.67,76.5,1.73,-0.01,0.49,0.75,82.64,0.55,80.93,37.18,77.84,8.61,69.59,10799.81,29.36,65.77
7.24,7.55,5.86,6.14,2.03,60.16,84.37,1.32,0.4,0.38,12.49,9.84,85.09,86.27,53.19,6.71,76.42,74509.66,19.26,15.5
4.38,13.17,8.64,37.48,10.84,42.4,46.58,0.6,0.62,0.28,97.5,0.64,73.05,17.38,13.4,0.33,82.67,52998.57,1.14,27.46
8.54,5.94,9.11,32.35,65.71,55.19,77.13,0.0,0.78,0.25,11.98,9.68,39.94,70.57,60.08,4.59,73.44,95690.91,49.77,99.28
2.13,0.27,4.82,83.48,59.85,88.25,53.67,-1.56,0.28,0.52,6.28,5.96,42.33,18.11,35.45,0.92,86.29,53509.95,37.31,65.8
6.84,7.11,9.03,47.47,73.57,17.36,64.31,1.57,0.54,0.4,40.38,6.46,21.14,27.81,73.91,2.2,62.76,79241.21,28.99,8.1
7.32,14.74,4.39,40.6,91.88,10.15,26.19,-1.79,0.31,0.1,31.97,5.26,54.79,49.41,35.88,9.57,65.45,33339.14,39.63,41.13
0.71,7.61,-1.38,9.07,40.52,78.49,92.51,-1.25,0.93,0.39,73.02,3.98,98.35,75.17,50.06,6.41,86.19,16561.02,29.12,64.69
3.01,9.36,3.89,83.91,6.66,42.88,73.85,2.78,0.15,0.77,38.21,5.29,6.4,22.48,19.43,0.54,73.82,59206.06,5.78,49.64
2.77,3.51,1.76,44.77,50.02,92.87,48.06,-0.99,0.28,0.6,87.69,1.03,79.67,74.08,92.76,4.25,70.89,25285.58,32.39,86.35
5.04,9.75,9.32,11.32,69.72,29.87,56.08,2.23,0.93,0.67,55.52,3.3,48.18,79.77,77.92,8.92,82.53,35875.94,39.86,81.55
8.59,12.35,-4.7,59.81,46.94,84.96,39.57,-0.34,0.93,0.9,21.02,6.8,43.89,54.05,41.23,7.46,86.34,55939.88,28.89,60.8
7.84,3.13,-3.2,13.7,60.75,71.26,12.46,-1.78,0.12,0.64,79.21,7.76,40.53,60.5,44.02,4.17,64.53,57499.3,38.2,83.75
7.31,7.61,8.03,69.93,37.55,85.02,61.2,-0.74,0.3,0.64,63.09,2.04,55.31,19.04,92.48,6.3,65.65,88094.08,0.66,83.97
2.08,10.45,0.96,82.2,89.88,66.77,34.96,2.55,0.73,0.37,86.8,6.69,75.73,63.61,97.65,9.94,84.84,37777.05,39.27,98.94
1.72,6.81,-1.61,52.5,69.2,38.36,88.65,1.35,0.56,0.92,29.21,2.22,74.88,88.34,90.75,8.71,83.2,32041.94,49.17,34.69
9.37,11.69,-4.63,54.03,69.71,7.71,50.43,2.1,0.37,0.07,14.66,2.03,38.7,49.03,87.35,2.26,87.0,46984.9,3.51,51.14
7.73,14.61,-3.96,51.55,30.47,66.93,86.46,1.84,0.76,0.47,33.09,4.38,19.03,23.1,17.53,4.59,83.74,42069.01,48.19,64.86
3.72,11.14,-0.47,14.01,14.54,48.89,56.34,-1.1,0.89,0.66,47.3,6.39,39.58,90.77,26.82,2.37,69.9,71849.43,42.61,76.22
3.52,5.57,2.2,0.15,47.84,63.04,40.55,-0.18,0.64,0.69,30.84,1.97,5.73,24.77,82.09,8.04,63.09,64148.79,37.69,82.89
2.17,13.15,-3.08,27.85,45.2,23.33,95.84,-1.7,0.44,0.85,84.34,0.64,8.2,73.86,95.21,9.48,66.75,21705.92,42.59,80.85
2.1,9.77,-1.83,5.42,87.45,49.71,13.55,0.09,0.83,0.58,89.09,8.14,90.9,60.9,9.83,6.16,62.36,66379.09,7.74,97.73
1.67,8.0,1.16,11.6,87.3,0.85,96.03,0.53,0.72,0.47,65.18,7.68,75.44,24.54,16.13,6.46,78.64,33223.16,45.52,66.06
2.4,7.4,2.62,94.6,98.81,19.32,5.1,2.19,0.55,0.07,28.29,2.94,18.93,26.52,61.78,3.0,67.74,85487.62,29.61,3.33
0.32,14.36,0.78,45.4,30.4,4.58,32.44,0.95,0.67,0.59,23.14,8.94,83.19,95.81,68.08,9.84,64.2,62183.19,1.0,44.83
9.64,2.92,9.21,96.12,9.91,28.99,70.53,0.3,0.71,0.13,28.44,2.24,15.14,47.99,62.11,0.99,65.11,97800.75,45.74,57.34
1.06,8.53,5.39,37.85,15.32,86.92,34.6,-1.16,0.81,0.01,3.02,2.55,18.76,5.47,66.57,3.51,72.98,60885.51,20.26,73.59
1.52,9.64,-4.21,28.25,66.24,69.86,63.2,2.67,0.36,0.04,14.35,7.53,27.95,48.18,24.99,9.87,69.22,51530.88,14.23,84.38
8.34,4.66,-0.01,74.11,31.0,39.4,21.19,0.57,0.04,0.66,25.65,5.6,33.49,20.79,41.52,4.86,65.24,37938.16,37.44,97.43
9.95,5.68,-4.14,28.74,51.33,70.55,19.25,1.54,0.98,0.74,58.21,6.26,11.73,35.05,69.35,7.39,70.16,30278.9,19.09,18.85
8.42,5.51,0.59,18.22,98.77,26.95,52.49,-1.61,0.34,0.91,56.76,3.82,46.38,14.25,98.69,9.68,88.99,40089.7,48.09,84.15
1.48,3.06,-4.6,8.3,38.95,79.49,85.17,-1.54,0.42,0.31,74.9,6.76,58.11,81.85,66.35,6.88,80.27,20278.6,6.48,99.88
3.47,8.68,2.73,28.41,70.28,33.9,97.03,1.47,0.88,0.49,46.29,3.55,15.74,63.1,62.28,1.21,64.87,55930.0,21.02,12.31
7.7,11.23,5.78,85.13,37.89,28.07,77.62,0.67,0.25,0.36,38.49,9.32,35.94,43.36,25.12,0.12,72.17,92059.6,44.59,3.39
